Taxa and Samples	A1_1	A1_2	A1_3	A1_4	A2_1	A2_2	A2_3	A2_4	L1_1	L1_2	L1_3	L1_4	M1_1	M1_2	M1_3	M1_4	M2_1	M2_2	M2_3	M2_4	M3_1	M3_2	M3_3	M3_4	M4_1	M4_2	M4_3	M4_4	M5_1	M5_2	M5_3	M5_4	S_1	S_2	S_3	S_4
ASV1673	0	0	0	0	0	0	0	0	0	0	3.77929984958597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.77002679474838	0	0	0	0	0	0	0	0
ASV1674	0	0	0	0	0	0	0	0	0	0	2.78454098272531	0	0	0	0	0	0	4.24803265337131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1675	0	0	0	0	0	0	0	0	0	0	0	3.14814805904706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76313788510772	0	2.73061574584807	0
ASV1676	0	0	0	0	3.34371091555055	0	0	0	0	0	0	0	3.17709197506634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1677	0	0	0	0	0	0	2.61273678350727	0	0	0	0	0	2.40863731011542	0	0	0	0	0	0	0	0	2.75396617698214	0	2.43720036314934	0	0	0	0	0	0	0	0	0	0	0	0
ASV1678	0	0	0	0	0	2.10566626467747	0	0	0	0	0	0	1.36750119600727	0	0	0	0	0	0	0	0	1.69969099363141	0	0	2.77630875071287	0	0	0	2.75851909344953	1.61999171874011	0	0	0	0	0	0
ASV1679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84785200930471	0	0	0	0	3.36753535558054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31189503010454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95393053540755	2.6572056733379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20089539909102	0	0
ASV1682	0	0	1.60495284984605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71787431147711	0	0	0	0	0	0	0	0	0	0	3.37126962785019	0	0	0	0
ASV1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26189569408362	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.21155221426106	0	0	0
ASV1685	0	0	0	0	0	3.69568273071622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75577234831923	0	0
ASV1686	0	0	0	0	0	0	0	0	0	3.12791252196304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.85539301495364	0	0	0	0	2.18191234160717	0	0	0
ASV1687	0	0	0	0	0	0	0	0	0	0	3.13590152298687	0	0	0	0	0	0	0	0	0	0	4.14872646143679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1688	0	0	0	0	1.84407474828797	0	0	0	0	0	0.650780272932805	0	0	0	0	2.27147295750863	0	0	0	0	0	0	0	0	2.09412152402317	0	2.06125216395441	1.25459488107872	0	1.50757544670494	0	2.28568895145604	0	0	0	0
ASV1689	0	0	0	0	0	0	2.9582875770149	0	0	0	0	3.67781860074171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1690	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19795684312495	0	0	0	0	0	0	0	0	3.98624540402041	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51266941423635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49916915398469	0	0	0	0	0	0	0	0	0	2.09412152402317	0	2.9447791645069	0	0	0	0	0	0	0	0	0
ASV1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32899031928452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1694	0	0	0	0	0	0	2.5021171545931	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55331319038753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.36620865644806
ASV1695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46589159571123	0	0	0	0	0	3.20173976203416	0	0	0
ASV1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6794127070183	0	0	0	0
ASV1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1989762314135	0	0	0
ASV1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1989762314135	0	0	0
ASV1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3097389908003	0	0
ASV1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3097389908003	0	0
ASV1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30021882955213
ASV1702	0	0	0	0	0	0	0	0	0	3.27587130334733	0	0	2.55688445688763	0	0	0	0	0	0	0	0	0	2.46061270346862	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1703	0	0	2.83300629021082	0	0	2.25579067003357	0	0	0	3.06420139972318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15112767732113	0	0	0	0	0	0	0	0	0	0	0
ASV1704	0	0	0	0	0	0	0	0	0	0	3.00543787933867	0	0	0	0	0	0	0	0	0	1.59757524785439	0	0	0	0	0	0	1.4131616765716	0	0	0	0	0	3.22799669458986	0	0
ASV1705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28653477575066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1706	0	0	0	0	0	0	2.90130731931388	0	0	0	0	0	0	0	0	0	3.59390114745055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.31624051211231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38966528652693	0	0	0	0	0	0	0	1.80521092546613	0.758764972451555	3.41649109642034	0	0	0	0	0	0
ASV1709	0	0	0	0	0	0	0	0	3.03171525509156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77035587925466	0	0	0	0	0	0	0	0	0	0	0	0
ASV1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68113313542136	0	0	0	0	0	0
ASV1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18628965891759	0	0	0
ASV1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29699819142459	0	0
ASV1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29699819142459	0	0
ASV1714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29699819142459	0	0
ASV1715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2874825293033
ASV1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2874825293033
ASV1717	0	0	0	4.3365089627661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1718	1.6139056704855	0	1.82876260980576	2.59099132287057	0	0	0	0	0.984620571429729	1.93822039725672	0	0	1.72181899572791	0	0	0	0	1.50908563601323	0	0	0	0	0	0	0	0	0	1.33605569525158	0	0	0	0.935077018172797	0	0	0	0
ASV1719	0	1.57351247997762	0	0	0	2.98597265815546	0	0	0	1.86532678509287	0	0	0	0	0	0	0	0	0	0	2.942407547928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1720	0	0	0	0	0	0	0	0	0	0	3.33917638964974	0	0	0	0	2.27147295750863	0	0	3.01317393921015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1721	0	0	0	0	0	0	0	0	0	0	2.74419791722786	0	0	0	0	0	2.8538861862083	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35314174147041	0	0	0	0	0
ASV1722	0	0	0	0	0	0	0	0	0	0	0	4.38198843617828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1723	0	0	0	0	0	0	0	0	0	0	0	4.38198843617828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1724	0	0	0	0	0	0	0	0	0	0	0	3.69877618951528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40271172662834	0	0	0	0
ASV1725	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35811675773554	2.69080821336992	0	0	0	0	2.89997297508296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84184461034939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33912698387536	0	0	0	0
ASV1727	0	0	0	0	1.69815744271294	0	0	0	0	0	0	0	0	0	0	3.51362937476543	0	0	0	0	0	0	0	0	0	3.59458824819444	0	0	0	0	0	0	0	0	0	0
ASV1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.41822474361313	0	0	0	0	0	0	0	0	0	0	2.98732212669625	0	0	0	0	0	0	0	0
ASV1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62159034068424	0	0	0	0	0	3.63705238104864	0	0	0	0	0	0	0	0	0	0	0	0
ASV1730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30337702320178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.30337702320178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1732	0	0	0	3.4423838848328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32460435517151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1733	0	3.39041538553439	0	0	0	0	2.61273678350727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00746071215115	0	0	0	0	0	3.33137940077869	0	0	0	0	0	0	0	0	0	0
ASV1735	0	0	0	0	0	0	0	3.12501257956674	0	0	0	0	0	0	0	0	0	0	0	0	2.69401646071705	2.85704861599769	0	2.63663335161778	0	0	0	0	0	0	0	0	0	0	0	0
ASV1736	0	0	0	3.51212431384402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.699441332421	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5446609601682	0	3.13050339911915	0	0	0	0	0	0	0	0	0
ASV1738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66811703268862	0	0	0	0	0	0
ASV1739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66843641414863	0	0	0	0	0
ASV1740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28414387160333	0	0
ASV1741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34171767429435	0
ASV1742	0	0	0	0	0	0	4.08337026802509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1743	0	0	0	0	0	0	0	0	0	0	4.38891955439921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1744	0	0	0	0	0	0	0	0	0	0	0	4.36897233344554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47383205066719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1746	0	0	0	1.48268708674603	0	0	0	2.10780328953452	0	0	0	0	0	0	3.75812355179286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54564957669633	0	0	0	0	0	0
ASV1747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54417147883829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1748	0	3.89083500019267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58364074612491	1.49759101264741	0	1.50343448103625	0	0	0	1.04112235067838	0	0	0	2.89784057661829	0	0	0	0	0
ASV1750	0	0	0	0	2.98317966949806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55169365431386	0	2.97088558223437	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95912233178205	0	0	0	0	0	0	0	0
ASV1752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95912233178205	0	0	0	0	0	0	0	0
ASV1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95912233178205	0	0	0	0	0	0	0	0
ASV1754	0	0	0	0	0	0	0	0	2.7462320928096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.60287756093212	0	3.5924518689455	0	0	0	0	0
ASV1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6549824277551	0	0	0	0	0	0
ASV1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.64037848131378	0	0	0	0
ASV1757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16057684325992	0	0	0
ASV1758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27117399020342	0	0
ASV1759	0	0	0	4.3106470319167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1760	0	0	0	0	0	0	0	0	1.85204447211023	0	2.74419791722786	2.35610159591851	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33137940077869	0	0	0	0	0	0	0	0	0	0
ASV1761	0	0	0	0	0	1.67926306662868	0	0	2.19815057362392	0	0	0.458940321155659	0	2.25614964981493	0	1.0450076405418	0	0	0	2.72295577922107	0	0	0	0	0	1.81486102201702	0	0	0	0	1.10590549137359	0	0	0	0	0
ASV1762	0	0	0	0	0	0	0	0	0	0	0	0	3.17709197506634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5936721996937	0	0	0	0	0	0	0
ASV1763	0	0	0	3.46600726831132	0	0	0	0	0	0	0	0	2.15308558933957	0	0	0	0	0	0	0	0	0	2.32308294389111	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46065040205409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53096013543179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10664547358264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51879633355343	0	0
ASV1767	0	0	1.01501866976251	0	0	0	0	0	2.71072217708921	0	0	0	0	0	0	0	2.50388006729874	0	0	1.44560299364548	0	0	0	0	0	0	0	2.40506773052486	0	0	0	0	0	0	0	0
ASV1768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.55331319038753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.29736294929083
ASV1769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24009231450629	0	0	0	0	0	0	0	0	0	0	0
ASV1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27319390019161	0	0	0	0	0	0	0	0	0
ASV1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27319390019161	0	0	0	0	0	0	0	0	0
ASV1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.80619169277395	0	0	0	0	0	0	2.51296858757269	3.140713808992	0
ASV1773	0	0	0	0	0	0	1.83119403718163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61184162085416	0	0	0	0	0	0	3.47422045301862	0	0
ASV1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94620817813931	0	0	0	0	0	0	0	0
ASV1775	0	0	3.93480016623479	3.2652119940515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.14754651559892	0	0	0
ASV1777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24858477771048
ASV1778	0	0	0	0	0	4.11790213543917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1779	0	0	0	0	0	0	0	0	0	0	0	3.47409327979271	0	0	0	0	0	0	0	0	0	0	0	0	3.23760709642008	0	0	0	0	0	0	0	0	0	0	0
ASV1780	0	0	0	0	0	0	0	0	0	0	0	0	1.10384012876959	0	0	0	0	0	0	0	2.73849956032974	0	0	1.14034388970343	0	1.7077154425604	0	0	1.50865381707829	2.07922669115058	0	2.97084358496337	0	0	0	0
ASV1781	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15898508141215	0	0	2.41305458469465	0	0	0	0	0	0	0	2.84702418917485	0	0	0	0	0	0	0	0	0	0	0
ASV1782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26408373040768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1783	0	3.04376038552841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93598895061402	0	0	0	0	0	0	0	0
ASV1784	0	1.636003627824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39579650358431	0	0	0	0	0
ASV1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50367929301278	2.50095183049763	0	0	0	0	0	0	2.44233430058999	0	0	0	0	0	0	0	0
ASV1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6714285881643	0	0	0	0	0	0	0	0	3.79765629558862	0	0	0	0	0
ASV1787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99905363059506	0	0	0	3.17926000122658	0	0	0	0	0	0	2.98446082406236	0	0	0
ASV1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43792201137158	0	0	0	0	0	0	0	0	0	0	0	0
ASV1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18745328764887	3.15383903642688	0	0	0	0	0	0	0	0
ASV1790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93317737970182	0	0	0	0	0	0	0	0
ASV1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6209786842347	0	2.6017660812661	0	2.61953550841743	0	0	0
ASV1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79734774870222	0	0	0	0	0	3.1919618219311
ASV1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24487909835068	0	0
ASV1794	0	0	0	0	0	0	0	0	4.15401687106461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1795	0	0	0	0	0	0	0	0	4.15401687106461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1796	0	0	0	0	0	0	0	0	3.14246940902386	0	3.49317436003075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1797	0	0	0	0	0	0	0	0	0	0	2.01438786135576	0	0	0	0	0	0	2.08100474513633	0	2.00597165309803	0	2.85704861599769	0	0	1.24895942345675	1.32823584011956	0	0	0	2.42703761326287	0	0	0	0	0	0
ASV1798	0	0	0	0	0	0	0	0	0	0	0	2.72639039286406	0	0	0	0	0	0	0	0	0	0	2.8425443505199	0	0	0	0	0	3.18170968504426	0	0	0	0	0	0	0
ASV1799	0	0	0	0	0	0	0	0	0	0	0	0	3.96837346381524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50416886877406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51362937476543	0	0	0	0	0	0	0	3.54080817111492	0	0	0	0	0	0	0	0	0	0	0	0
ASV1802	0	0	0	2.59099132287057	0	1.44924346146822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21642891762556	2.24707367369012	0	0	2.09412152402317	0	1.55549774503899	0	0	0	0	0	0	0	0	0
ASV1803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17128826636102	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45694678329879	0	3.13050339911915	0	0	0	0	0	0	0	0	0
ASV1805	0	0	0	0	0	0	0	3.45035803501184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42839156874231	0	0	3.55039763681377	0	0	0	0
ASV1806	0	0	0	0	3.21548040761608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21674082885307	0	1.96138477525216	0	0	0
ASV1807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12112738784624	0	0	0
ASV1808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.12112738784624	0	0	0
ASV1809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2890101425091	0
ASV1810	0	0	0	4.27096353837348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1811	0	0	0	0	0	4.091516107127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1812	0	0	0	0	0	0	0	4.86482653604198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1813	2.28213956130592	2.7366804483918	0	3.12385772892393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1814	2.20363607961644	0	0	0	0	0	0	0	0	0	0	0	0	0	3.04887558342238	0	0	0	0	0	0	2.64294768706761	2.58616544837769	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1815	0	0	0	0	0	0	0	0	0	0	3.16675390676492	0	0	0	0	0	2.98579417387011	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42730825632691	0	0	0	0	0
ASV1816	0	0	0	0	0	0	0	0	0	0	0	0	2.28651246038438	0	2.97663184162347	0	0	0	0	0	0	0	0	0	0	0	1.9339028609625	0	0	0	0	0	0	0	2.42342485701733	0
ASV1817	0	0	4.59849239936787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72590246593356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23728076655098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23728076655098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53730595537038	0	0	0	0	0	0	3.50142069895254	0	0	0	0	0	0	0	0	0	0
ASV1821	0	2.81979202529583	0	0	0	0	2.6478021878982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5840612106057	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1822	0	0	0	0	0	0	2.6478021878982	0	0	0	0	0	0	0	0	0	0	0	0	3.92799816342381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71320512121014	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27416339176454	0	0	0	0	0	0	0	0	3.43348316659966	0	0	0	2.81979202529583
